os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 4,AMD Ryzen 7 7745HX with Radeon Graphics,NVIDIA GeForce RTX 4070 Laptop GPU,32528084,7.1.3-2-cachyos,,powersave
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
54.9805,18.1883,46.6583,0,100,90,58,2034,8001,6.70807,79,14.2545,0.00260544,5.74883,4386,5485582176
60.3501,16.57,46.6583,0,100,90,58,2034,8001,6.70807,79,14.2545,0.00260544,5.74883,4386,5585690709
62.0713,16.1105,46.6583,0,100,90,58,2034,8001,6.70807,79,14.2545,0.00260544,5.74883,4386,5685914411
62.6624,15.9585,46.6583,0,100,90,58,2034,8001,6.70807,79,14.2545,0.00260544,5.74883,4386,5786040754
62.6764,15.955,52.2068,0,100,89,58,2002,8001,6.70807,79,14.2524,0.00260544,5.74883,4137,5886142163
60.7506,16.4608,52.2068,0,100,89,58,2002,8001,6.70807,79,14.2524,0.00260544,5.74883,4137,5986255446
63.6234,15.7175,52.2068,0,100,89,58,2002,8001,6.70807,79,14.2524,0.00260544,5.74883,4137,6086746290
62.574,15.9811,52.2068,0,100,89,58,2002,8001,6.70807,79,14.2524,0.00260544,5.74883,4137,6186873820
65.2044,15.3364,52.2068,0,100,89,58,2002,8001,6.70807,79,14.2524,0.00260544,5.74883,4137,6286977604
63.1748,15.8291,52.2068,0,100,89,58,2002,8001,6.70807,79,14.2524,0.00260544,5.74883,4137,6387121757
59.9933,16.6685,62.7226,0,100,87,58,2019,8001,6.70807,79,14.2586,0.00260544,5.74883,3891,6487662468
74.3968,13.4414,62.7226,0,100,87,58,2019,8001,6.70807,79,14.2586,0.00260544,5.74883,3891,6587771001
58.2869,17.1565,62.7226,0,100,87,58,2019,8001,6.70807,79,14.2586,0.00260544,5.74883,3891,6687874785
62.9622,15.8825,62.7226,0,100,87,58,2019,8001,6.70807,79,14.2586,0.00260544,5.74883,3891,6788156665
64.2592,15.562,62.7226,0,100,87,58,2019,8001,6.70807,79,14.2586,0.00260544,5.74883,3891,6891866284
61.433,16.2779,67.9104,0,100,86,58,2017,8001,6.70807,79,14.2809,0.00260544,5.74883,3885,6992284703
58.3677,17.1328,67.9104,0,100,86,58,2017,8001,6.70807,79,14.2809,0.00260544,5.74883,3885,7093308646
76.0768,13.1446,67.9104,0,100,86,58,2017,8001,6.70807,79,14.2809,0.00260544,5.74883,3885,7193423116
59.4177,16.83,67.9104,0,100,86,58,2017,8001,6.70807,79,14.2809,0.00260544,5.74883,3885,7293528088
68.7828,14.5385,67.9104,0,100,86,58,2017,8001,6.70807,79,14.2809,0.00260544,5.74883,3885,7393647307
54.8837,18.2203,66.7085,0,100,85,58,2034,8001,6.70807,79,14.3447,0.00260544,5.74883,4040,7494668875
61.7754,16.1877,66.7085,0,100,85,58,2034,8001,6.70807,79,14.3447,0.00260544,5.74883,4040,7594779783
63.8452,15.6629,66.7085,0,100,85,58,2034,8001,6.70807,79,14.3447,0.00260544,5.74883,4040,7694884754
